;Date;year;type;country;activity;sex;injury;fatal_boolean;time
269;02-Jun-2016;;Unprovoked;AUSTRALIA;Spearfishing;;No injury, but sharks repeatedly hit their fins and guns;UNKNOWN;Unknown
270;02-Jun-2016;;Unprovoked;NEW CALEDONIA;Kite surfing;;Laceration to heel;N;Unknown
271;31-May-2016;;Unprovoked;AUSTRALIA;Surfing;;FATAL;Y;Afternoon
272;29-May-2016;;Unprovoked;USA;Swimming;;Injuries to arm and shoulder;N;Afternoon
273;29-May-2016;;Unprovoked;USA;Swimming;;Injury to posterior right leg;N;Afternoon
274;22-May-2016;;Unprovoked;USA;Swimming;;Puncture wounds to thigh;N;Afternoon
275;21-May-2016;;Unprovoked;USA;Swimming;;Lacerations and puncture wounds to foot and ankle;N;Evening
276;21-May-2016;;Unprovoked;USA;Swimming;;Back, arm & hand injured;N;Evening
277;18-May-2016;;Unprovoked;USA;Swimming;;Ankle bitten;N;Unknown
278;15-May-2016;;Provoked;USA;Teasing a shark;;Arm grabbed PROVOKED INCIDENT;N;Afternoon
279;03-May-2016;;Unprovoked;USA;Floating;;Minor lacerations to right shoulder;N;Afternoon
280;02-May-2016;;Provoked;NEW ZEALAND;Fishing;;Foot bitten by landed shark PROVOKED INCIDENT;N;Unknown
281;25-Apr-2016;;Unprovoked;INDONESIA;Surfing;;Elbow bitten;N;Morning
282;23-Apr-2016;;Unprovoked;USA;Surfing;;Minor injury to left foot;N;Evening
283;22-Apr-2016;;Unprovoked;SOUTH AFRICA;Surf-skiing;;No injury, surf-ski bitten;N;Morning
284;19-Apr-2016;;Unprovoked;AUSTRALIA;Swimming;;Minor puncture wound to foot;N;Afternoon
285;18-Apr-2016;;Provoked;FRENCH POLYNESIA;Spearfishing;;Laceration to knee by speared shark PROVOKED INCIDENT;UNKNOWN;Unknown
286;18-Apr-2016;;Provoked;FRENCH POLYNESIA;Spearfishing;;Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT;N;Unknown
287;13-Apr-2016;;Unprovoked;USA;Spearfishing;;Multiple bites to right arm;N;Unknown
288;09-Apr-2016;;Unprovoked;NEW CALEDONIA;Walking;;FATAL;Y;Morning
289;08-Apr-2016;;Invalid;CAPE VERDE;;;"""Serious""";UNKNOWN;Unknown
290;07-Apr-2016;;Unprovoked;USA;Fishing;;Left hand bitten;N;Unknown
291;07-Apr-2016;;Invalid;USA;SUP;;Fell off board when spinner shark leapt from the water next to him. No injury to surfer;UNKNOWN;Unknown
292;31-Mar-2016;;Unprovoked;USA;Snorkeling;;Minor injury to left foot;N;Morning
293;30-Mar-2016;;Unprovoked;AUSTRALIA;Surfing;;Severe injury to thigh;N;Evening
294;28-Mar-2016;;Unprovoked;USA;;;Minor injury to arm. Possibly caused by smalll nurse shark;UNKNOWN;Unknown
295;28-Mar-2016;;Unprovoked;AUSTRALIA;Surfing;;No injury, board dented;N;Morning
296;26-Mar-2016;;Provoked;BAHAMAS;;;Minor injury to chest PROVOKED INCIDENT;N;Unknown
297;13-Mar-2016;;Invalid;USA;Surfing;;Board reportedly bumped by shark. No injury;UNKNOWN;Unknown
298;11-Mar-2016;;Unprovoked;USA;Body surfing;;Lacerations to right foot and ankle;N;Afternoon
299;10-Mar-2016;;Unprovoked;Fiji;Diving for beche-de-mer;;FATAL;Y;Unknown
300;04-Mar-2016;;Unprovoked;USA;;;Superficial injury to foot;N;Unknown
301;Reported 03-Mar-2016;;Unprovoked;AUSTRALIA;Fishing;;Puncture wounds to right calf;N;Unknown
302;02-Mar-2016;;Unprovoked;BRAZIL;Swimming;;Minor injury to head;N;Unknown
303;22-Feb-2016;;Unprovoked;NEW CALEDONIA;Kite surfing;;Puncture wounds to right thigh;N;Evening
304; 19-Feb-2016;;Unprovoked;NEW CALEDONIA;Spearfishing;;Forearm bitten;N;Afternoon
305;12-Feb-2016;;Unprovoked;DOMINICAN REPUBLIC;Wading;;Avulsion injury to lower leg;N;Afternoon
306;Reported 10-Feb-2016;;Invalid;CAYMAN ISLANDS;Feeding stingrays?;;Minor injury to wrist from Southern stingray;UNKNOWN;Unknown
307;10-Feb-2016;;Invalid;AUSTRALIA;Surfing;;No injury, knocked off board;UNKNOWN;Afternoon
308;05-Feb-2016;;Unprovoked;AUSTRALIA;Walking;;Foot nipped;N;Afternoon
309;04-Feb-2016;;Unprovoked;AUSTRALIA;Windsurfing;;No injury, shark bit board;N;Unknown
310;02-Feb-2016;;Unprovoked;BRAZIL;Swimming;;Lacerations to scalp;N;Unknown
311;29-Jan-2016;;Boat;SOUTH AFRICA;Kayak fishing;;No injury, shark capsized kayak;N;Unknown
312;28-Jan-2016;;Unprovoked;USA;Surfing;;Lacerations to both hands;N;Afternoon
313;25-Jan-2016;;Unprovoked;USA;Surfing;;No injury;N;Morning
314;24-Jan-2016;;Unprovoked;USA;Spearfishing;;Bruised ribs & tail bone, speargun broken and wetsuit cut;N;Unknown
315;24-Jan-2016;;Boat;UNITED ARAB EMIRATES;Fishing;;No injury to occupants, shark leapt into boat;N;Unknown
316;23-Jan-2016;;Unprovoked;USA;Paddle boarding;;No injury;N;Unknown
317;Reported 11-Jan-2016;;Unprovoked;AUSTRALIA;Surfing;;Laceration to right foot;N;Unknown
318;05-Jan-2016;;Unprovoked;AUSTRALIA;Wading;;Laceration to right calf;N;Unknown
319;02-Jan-2016;;Unprovoked;AUSTRALIA;Spearfishing;;Lacerations to arms & leg;N;Morning
320;26-Dec-2015;;Boat;SOUTH AFRICA;Kayak Fishing;;No injury, kayak damaged;N;Unknown
321;25-Dec-2015;;Unprovoked;SPAIN;Swimming;;Lacerations to left forearm;N;Unknown
322;22-Dec-2015;;Unprovoked;USA;Paddle boarding;;No injury, shark bit board;N;Unknown
323;21-Dec-2015;;Unprovoked;AUSTRALIA;Surfing;;No injury, shark leapt on surfboard;N;Morning
324;21-Dec-2015;;Unprovoked;BRAZIL;Scuba diving;;Right hand & part of forearm removed;N;Unknown
325;19-Dec-2015;;Unprovoked;ARUBA;Sea disaster;;FATAL;Y;Unknown
326;13-Dec-2015;;Boat;AUSTRALIA;Fishing;;No injury, shark rammed boat & bit motor;N;Morning
327;11-Dec-2015;;Unprovoked;BAHAMAS;Lobster fishing;;Bitten on thigh, abdomen & hand;N;Unknown
328;08-Dec-2015;;Unprovoked;SOUTH AFRICA;Swimming / Wading;;Lacerations to both hands and forearms;N;Unknown
329;20-Nov-2015;;Unprovoked;ECUADOR;Snorkeling;;Lacerations to left calf;N;Morning
330;16-Nov-2015;;Unprovoked;USA;Surfing;;Right heel injured;N;Unknown
331;15-Nov-2015;;Unprovoked;USA;Swimming;;Leg injured;N;Morning
332;15-Nov-2015;;Unprovoked;USA;Surfing;;Lacerations to hand;N;Unknown
333;10-Nov-2015;;Unprovoked;AUSTRALIA;Surfing;;Injury to left thigh;N;Evening
334;07-Nov-2015;;Invalid;USA;Surfing;;Lower left leg injured;UNKNOWN;Morning
335;03-Nov-2015;;Unprovoked;USA;Swimming;;Laceration to right ankle;N;Morning
336;01-Nov-2015;;Unprovoked;USA;Wading;;Injury to right ankle/calf & hand;N;Afternoon
337;01-Nov-2015;;Unprovoked;MOZAMBIQUE;Fishing;;Arms severely injured, surgically amputated;N;Night
338;30-Oct-2015;;Unprovoked;AUSTRALIA;Spearfishing;;Minor injury;N;Unknown
339;28-Oct-2015;;Unprovoked;USA;Body boarding;;Lacerations & puncture wounds to right thigh, calf & ankle;N;Afternoon
340;25-Oct-2015;;Unprovoked;SOUTH AFRICA;Surfing;;Lacerations to right calf, knee & hip;N;Afternoon
341;21-Oct-2015;;Unprovoked;USA;Surfing;;Lacerations to left hand;N;Afternoon
342;19-Oct-2015;;Unprovoked;USA;Surfing;;Left foot bitten;N;Afternoon
343;17-Oct-2015;;Unprovoked;MOZAMBIQUE;Fishing for shrimp;;FATAL;Y;Unknown
344;17-Oct-2015;;Invalid;USA;Surfing;;Left foot bitten by eel;UNKNOWN;Evening
345;17-Oct-2015;;Unprovoked;USA;Swimming;;Severe injuries to lower legs. Foot later surgically amputated.;N;Morning
346;13-Oct-2015;;Boat;USA;Kayak Fishing;;No injury, shark rammed kayak repeatedly;N;Morning
347;09-Oct-2015;;Unprovoked;USA;Boogie boarding;;Laceration to forearm;N;Afternoon
348;09-Oct-2015;;Unprovoked;USA;Surfing;;Left leg severed below the knee, defense injuries to left hand;N;Morning
349;08-Oct-2015;;Unprovoked;MOZAMBIQUE;Fishing;;Arm severely injured, surgically amputated;N;Unknown
350;07-Oct-2015;;Unprovoked;AUSTRALIA;Surfing;;Foot injured;N;Afternoon
351;05-Oct-2015;;Unprovoked;USA;Body boarding;;2 lacerations to ankle;N;Afternoon
352;05-Oct-2015;;Unprovoked;USA;Wading;;Foot & hands bitten;N;Morning
353;04-Oct-2015;;Unprovoked;USA;Surfing;;Severe lacerations to left hand;N;Morning
354;29-Sep-2015;;Unprovoked;USA;Surfing;;Laceration to heel, puncture wounds to dorsum of foot;N;Afternoon
355;26-Sep-2015;;Unprovoked;AUSTRALIA;Snorkeling;;Laceration to leg;N;Unknown
356;24-Sep-2015;;Boat;USA;Kayak fishing;;No injury, kayak damaged;N;Unknown
357;20-Sep-2015;;Unprovoked;USA;Surfing;;Minor injury to left ankle;N;Afternoon
358;20-Sep-2015;;Unprovoked;USA;Spearfishing;;Severe laceration to left leg;N;Afternoon
359;20-Sep-2015;;Unprovoked;USA;Wading;;Significant injuries to leg;N;Afternoon
360;20-Sep-2015;;Unprovoked;USA;Photographing fish;;Injury to right hand / wrist;N;Morning
361;19-Sep-2015;;Boat;USA;Kayak Fishing;;No injury;N;Unknown
362;18-Sep-2015;;Unprovoked;USA;Swimming;;Lacerations to calf;N;Evening
363;17-Sep-2015;;Unprovoked;USA;Surfing;;Injury to right foot;N;Afternoon
364;08-Sep-2015;;Unprovoked;AUSTRALIA;Surfing;;Minor laceration to hand;N;Morning
365;06-Sep-2015;;Unprovoked;USA;Stand-Up Paddleboarding;;No injury, shark struck board, tossing her into the sea;N;Evening
366;05-Sep-2015;;Provoked;USA;Kayak Fishing;;Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT;N;Afternoon
367;04-Sep-2015;;Unprovoked;AUSTRALIA;Surf-skiing;;Inuries to lower left leg & ankle;N;Morning
368;03-Sep-2015;;Unprovoked;USA;;;Right foot bitten;N;Afternoon
369;01-Sep-2015;;Unprovoked;THAILAND;Wading;;Left foot & ankle bitten;N;Morning
370;Sep-2015;;Unprovoked;FIJI;Spearfishing;;Leg bitten;N;Unknown
371;29-Aug-2015;;Unprovoked;USA;Surfing;;No injury, surfboard bitten;N;Morning
372;29-Aug-2015;;Unprovoked;USA;Surfing;;No injury, shark struk sufer's leg and his board;N;Morning
373;22-Aug-2015;;Invalid;USA;;;Wound to right lower leg;UNKNOWN;Evening
374;22-Aug-2015;;Unprovoked;AUSTRALIA;Surfing;;Severe laceration to left buttock & thigh;N;Evening
375;20-Aug-2015;;Unprovoked;USA;Surfing;;Injuries to left calf, arm and hand;N;Afternoon
376;19-Aug-2015;;Unprovoked;USA;Walking;;Lacerations to right leg;N;Afternoon
377;18-Aug-2015;;Boat;USA;Kayak Fishing;;No injury, kayak bitten;N;Morning
378;18-Aug-2015;;Invalid;SPAIN;Swimming;;Minor injury when he attempted to touch a fish. ;UNKNOWN;Morning
379;10-Aug-2015;;Provoked;USA;Spearfishing;;Right hand bitten  PROVOKED INCIDENT;N;Morning
380;31-Jul-2015;;Unprovoked;AUSTRALIA;Surfing;;Lacerations and puncture wounds to hip, thigh, arm and hand;N;Morning
381;28-Jul-2015;;Unprovoked;COSTA RICA;Surfing;;Minor inuries to toes;N;Unknown
382;27-Jul-2015;;UNKNOWN;AUSTRALIA;Surfing;;Injury to hand;UNKNOWN;Unknown
383;26-Jul-2015;;Unprovoked;USA;Surfing;;Minor injury to sole of foot;N;Evening
384;26-Jul-2015;;Invalid;USA;Floating;;2' cut to dorsum of foot, 2 puncture wounds to sole;UNKNOWN;Morning
385;25-Jul-2015;;Unprovoked;AUSTRALIA;Scallop diving on hookah;;FATAL;Y;Morning
386;23-Jul-2015;;Provoked;USA;Kayak Fishing;;No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT;N;Unknown
387;23-Jul-2015;;Unprovoked;AUSTRALIA;Surfing;;Left hand bitten;N;Unknown
388;22-Jul-2015;;Unprovoked;REUNION;Surfing;;Arm bitten;N;Unknown
389;19-Jul-2015;;Unprovoked;SOUTH AFRICA;Surfing;;No injury;N;Unknown
390;10-Jul-2015;;Unprovoked;USA;Surfing;;No injury, shark bumped & damaged board;N;Morning
391;08-Jul-2015;;Invalid;USA;Treading water;;Laceration to back;UNKNOWN;Unknown
392;06-Jul-2015;;Invalid;FRENCH POLYNESIA;Swimming;;Parallel lacerations to torso inconsistent with shark bite;UNKNOWN;Unknown
393;04-Jul-2015;;Unprovoked;BAHAMAS;Spearfishing;;Lacerations to lower leg & ankle;N;Unknown
394;04-Jul-2015;;Unprovoked;USA;;;Lacerations to right hand & forearm;N;Unknown
395;03-Jul-2015;;Unprovoked;AUSTRALIA;Surfing;;No injury, shark bit surfboard;N;Morning
396;02-Jul-2015;;Unprovoked;AUSTRALIA;Body boarding ;;Significant injuries to lower legs;N;Morning
397;01-Jul-2015;;Unprovoked;USA;Swimming;;Injuries to torso, hip, lower leg & hands;N;Afternoon
398;30-Jun-2015;;Unprovoked;AUSTRALIA;Surfing;;Hand bitten;N;Unknown
399;30-Jun-2015;;Unprovoked;USA;Playing in the water;;Shallow lacerations & puncture to lateral left leg;N;Evening
400;27-Jun-2015;;Unprovoked;USA;Swimming;;Injuries to right calf, buttock and both hands;N;Afternoon
401;27-Jun-2015;;Unprovoked;SOUTH AFRICA;Body Boarding;;Right leg severed, multiple lacerations to left leg;N;Afternoon
402;26-Jun-2015;;Invalid;USA;Swimming;;Minor lacerations to leg;UNKNOWN;Evening
403;26-Jun-2015;;Unprovoked;SOUTH AFRICA;Surfing;;Multiple lacerations to torso & leg;N;Afternoon
404;26-Jun-2015;;Unprovoked;USA;Standing;;Puncture wounds to foot;N;Morning
405;Reported 25-Jun-2015;;Provoked;AUSTRALIA;Swimming;;Minor lacerations to forearm when he grabbed shark by its tail     PROVOKED INCIDENT;N;Unknown
406;25-Jun-2015;;Unprovoked;USA;Body surfing?;;Multiple lacerations to back;N;Morning
407;24-Jun-2015;;Unprovoked;USA;Swimming;;Minor injury to foot;N;Afternoon
408;24-Jun-2015;;Invalid;AUSTRALIA;Surfing;;Bruises and abrasions to face, chin, chest, both shins & feet and cut to right hand when her surfboard was struck with force;N;Morning
409;23-Jun-2015;;Unprovoked;USA;Standing;;Minor injury to calf ;N;Unknown
410;19-Jun-2015;;Unprovoked;PUERTO RICO;Spearfishing;;Injury to hand;N;Unknown
411;17-Jun-2015;;Unprovoked;USA;Swimming;;Minor injury to calf ;N;Afternoon
412;14-Jun-2015;;Unprovoked;USA;Wading;;Arm amputated below shoulder;N;Evening
413;14-Jun-2015;;Unprovoked;USA;Wading;;Left arm amputated at elbow & severe injury to leg;N;Afternoon
414;13-Jun-2015;;Unprovoked;USA;;;Severe laceration to leg;N;Unknown
415;11-Jun-2015;;Unprovoked;USA;Boogie boarding;;Minor lacerations to foot;N;Afternoon
416;07-Jun-2015;;Unprovoked;USA;Playing;;Lacerations to right calf;N;Morning
417;05-Jun-2015;;Unprovoked;USA;Attempting to rescue a shark;;Puncture wound to finger;N;Unknown
418;01-Jun-2015;;Unprovoked;REUNION;Surfing;;Left forearm bitten;N;Afternoon
419;29-May-2015;;Unprovoked;USA;Standing;;Left foot bitten;N;Afternoon
420;29-May-2015;;Unprovoked;USA;Wading;;Minor lacerations to dorsum of right foot;N;Afternoon
421;25-May-2015;;Unprovoked;FRENCH POLYNESIA;Spearfishing;;Lacerations to right forearm;N;Morning
422;24-May-2015;;Unprovoked;USA;Swimming;;Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon;N;Unknown
423;20-May2015;;Unprovoked;USA;Surfing;;2 puncture wounds to  dorsum of left foot;N;Morning
424;15-May-2015;;Unprovoked;USA;;;Laceration to foot ;N;Afternoon
425;09-May-2015;;Unprovoked;NEW CALEDONIA;Snorkeling;;FATAL;Y;Unknown
426;07-May-2015;;Unprovoked;USA;Swimming;;Lacerations to lower left leg, ankle & foot;N;Afternoon
427;03-May-2015;;Unprovoked;AUSTRALIA;Surfing;;Injuries to left arm & right hand;N;Afternoon
428;02-May-2015;;Unprovoked;SOUTH AFRICA;Diving;;Injuries to leg, left arm & both hands;N;Afternoon
429;29-Apr-2015;;Unprovoked;USA;Snorkeling;;FATAL;Y;Morning
430;26-Apr-2015;;Unprovoked;USA;Wading;;Lacerations to left calf;N;Afternoon
431;25-Apr-2015;;Unprovoked;AUSTRALIA;Surfing;;Leg severed at mid-thigh;N;Morning
432;24-Jun-2015;;Unprovoked;AUSTRALIA;Surf skiing ;;No injury, knocked off ski;N;Morning
433;13-Apr-2015;;Unprovoked;USA;Photographing the shark;;Lacerations to shoulder and left bicep;N;Unknown
434;12-Apr-2015;;Unprovoked;REUNION;Surfing;;FATAL;Y;Morning
435;11-Apr-2015;;Unprovoked;AUSTRALIA;Paddle boarding;;Ankle injured;N;Morning
436;03-Apr-2015;;Unprovoked;USA;Spearfishing;;Injuries to head & torso;N;Unknown
437;29-Mar-2015;;Invalid;ITALY;Diving;;FATAL, but shark involvement prior to death unconfirmed;UNKNOWN;Unknown
438;31-Mar-2015;;Invalid;BRAZIL;Surfing;;"Injury to left thigh from unidentified species of fish; injuries inconsistent with shark bite";UNKNOWN;Morning
439;26-Mar-2015;;Boat;SOUTH AFRICA;Kayak Fishing;;No injury but kayak bitten;N;Unknown
440;21-Mar-2015;;Unprovoked;EGYPT;Swimming;;FATAL;Y;Unknown
441;18-Mar-2015;;Unprovoked;USA;Standing / Snorkeling;;Lacerations to left forearm. Lacerations to left hand and thigh;N;Morning
442;16-Mar-2015;;Unprovoked;FRENCH POLYNESIA;Hand feeding sharks;;Hand bitten;N;Morning
443;11-Mar-2015;;Boat;AUSTRALIA;Fishing;;Bruised in falling overboard as shark bumped boat;N;Unknown
444;10-Mar-2015;;Provoked;MEXICO;Fishing;;Right hand bitten by hooked shark PROVOKED INCIDENT;N;Morning
445;07-Mar-2015;;Unprovoked;FRENCH POLYNESIA;Sitting in the water;;Thigh bitten;N;Unknown
446;15-Feb-2015;;Boat;ATLANTIC OCEAN;Transatlantic Rowing;;No injury, shark bit rudder;N;Unknown
447;14-Feb-2015;;Unprovoked;REUNION;Swimming;;FATAL;Y;Evening
448;09-Feb-2015;;Unprovoked;AUSTRALIA;Surfing;;FATAL;Y;Morning
449;08-Feb-2015;;Unprovoked;AUSTRALIA;Surfing;;Laceration & puncture wounds to right flank & hip;N;Morning
450;05-Feb-2015;;Unprovoked;AUSTRALIA;Bodysurfing;;5 minor puncture wounds to lower left leg;N;Unknown
451;30-Jan-2015;;Boat;AUSTRALIA;Rowing;;No injury, shark's teeth scratched hull;N;Morning
452;27-Jan-2015;;Provoked;USA;Shark fishing;;Lacerations to calf by hooked shark PROVOKED INCIDENT;N;Night
453;24-Jan-2015;;Unprovoked;AUSTRALIA;Surfing;;No injury, surfboard dented;N;Unknown
454;23-Jan-2015;;Unprovoked;SOUTH AFRICA;Floating;;Foot bitten;N;Unknown
455;19-Jan-2015;;Boat;USA;Fishing;;No injury but shark bit trolling motor & rammed boat;N;Unknown
456;19-Jan-2015;;Invalid;AUSTRALIA;Surfing & filming dolphins;;Board snapped in two;UNKNOWN;Unknown
457;17-Jan-2015;;Boat;AUSTRALIA;Fishing;;Shark bumped boat, no injury to occupants;N;Afternoon
458;16-Jan-2015;;Unprovoked;AUSTRALIA;Filming;;Bitten on hand & wrist;N;Unknown
459;08-Jan-2015;;Invalid;USA;Swimming after falling overboard;;During his 16-hour swim to shore, he was circled by a shark but it did not injure him;UNKNOWN;Unknown
460;06-Jan-2015;;Unprovoked;BAHAMAS;Snorkeling;;Severe bite to right flank;N;Afternoon
461;03-Jan-2015;;Unprovoked;SOUTH AFRICA;Surfing;;Lacerations to lower left leg, puncture wounds to sole of left foot;N;Morning
462;01-Jan-2015;;Unprovoked;USA;;;Leg bitten;N;Unknown
463;29-Dec-2014;;Unprovoked;AUSTRALIA;Surfing;;Lacerations to both feet;N;Unknown
464;29-Dec-2014;;Unprovoked;AUSTRALIA;Spearfishing;;FATAL;Y;Unknown
465;28-Dec-2014;;Sea Disaster;GREECE;;;Of 9 bodies recovered, one was bitten by a shark;N;Unknown
466;28-Dec-2014;;Invalid;SOUTH AFRICA;Swimming;;Minor cuts on feet;UNKNOWN;Unknown
467;28-Dec-2014;;Unprovoked;USA;Surfing;;Injury to hip/leg;N;Morning
468;28-Dec-2014;;Provoked;AUSTRALIA;Fishing;;Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT;N;Unknown
469;Reported 23-Dec-2014;;Unprovoked;JAPAN;Diving / Filming;;No injury, shark snagged its teeth in diver's suit;N;Unknown
470;15-Dec-2014;;Unprovoked;AUSTRALIA;Spearfishing;;FATAL;Y;Morning
471;Reported 03-Dec-2014;;Provoked;SPAIN;Fishing for blue sharks;;Glancing bite to wrist from netted shark PROVOKED INCIDENT;N;Morning
472;29-Nov-2014;;Unprovoked;AUSTRALIA;Surfing;;Minor injuries to right leg;N;Unknown
473;20-Nov-2014;;Provoked;MAURITIUS;Fishing;;FATAL, arm bitten by shark hauled on deck             PROVOKED INCIDENT;Y;Unknown
474;19-Nov-2014;;Boat;AUSTRALIA;Fishing;;Shark chasing fish bumped boat, no injury to occupants;N;Unknown
475;Reported 17-Nov-2014;;Boat;USA;;;Shark bumped boat, no injury to occupants;N;Unknown
476;16-Nov-2014;;Unprovoked;USA;Surfing;;Laceration to left hand;N;Afternoon
477;13-Nov-2014;;Unprovoked;USA;Snorkeling;;Laceration to left upper leg;N;Afternoon
478;10-Nov-2014;;Unprovoked;AUSTRALIA;Surfing;;Minor injury to lower leg and foot;N;Morning
479;08-Nov-2014;;Unprovoked;USA;Surfing;;Minor injuries to hand & arm ;N;Afternoon
480;31-Oct-2014;;Unprovoked;USA;Surfing;;Lacerations to fingers;N;Morning
481;29-Oct-2014;;Provoked;AUSTRALIA;Surfing;;Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT;N;Evening
482;22-Oct-2014;;Unprovoked;USA;Stand-Up Paddleboarding;;No injury, paddleboard bitten;N;Morning
483;20-Oct-2014;;Unprovoked;USA;Stand-Up Paddleboarding;;No injury, paddleboard bitten;N;Morning
484;19-Oct-2014;;Boat;USA;Canoeing;;No injury to occupant, canoe bitten;N;Unknown
485;18-Oct-2014;;Unprovoked;USA;Surfing;;No injury, surfboard bitten;N;Morning
486;17-Oct-2014;;Unprovoked;AUSTRALIA;Surfing;;Lacerations to left calf & ankle, puncture wounds to left foot;N;Morning
487;14-Oct-2014;;Unprovoked;USA;Standing in inner tube;;Lacerations to left foot;N;Unknown
488;12-Oct-2014;;Unprovoked;USA;Body surfing or Boogie boarding;;Laceration to right hand/wrist;N;Afternoon
489;11-Oct-2014;;Boat;AUSTRALIA;Kayaking;;Kayak deflated, no injury to occupants;N;Evening
490;05-Oct-2014;;Unprovoked;USA;Surfing;;Foot bitten;N;Morning
491;07-Oct-2014;;Unprovoked;USA;Fishing;;Thigh bitten;N;Unknown
492;05-Oct-2014;;Unprovoked;USA;Surfing;;Foot bitten;N;Morning
493;03-Oct-2014;;Boat;USA;Kayaking;;No injury to occupant, shark/s holded  kayak;N;Afternoon
494;03-Oct-2014;;Boat;USA;Kayaking ;;No injury to occupant, shark/s holded  kayak;N;Morning
495;02-Oct-2014;;Unprovoked;USA;Surfing;;Lacerations to knee;N;Evening
496;02-Oct-2014;;Unprovoked;AUSTRALIA;Surfing;;Left arm & right hand severed, lacerations to both legs;N;Morning
497;21-Sep-2014;;Unprovoked;USA;Surfing;;Minor injury to left foot;N;Morning
498;Reported 12-Sep-2014;;Unprovoked;FRENCH POLYNESIA;Feeding fish;;Thumb & finger nipped;N;Unknown
499;13-Sep-2014;;Invalid;USA;Surfing;;A hoax, no shark involvement;UNKNOWN;Evening
500;09-Sep-2014;;Unprovoked;AUSTRALIA;Swimming;;FATAL;Y;Morning
501;06-Sep-2014;;Unprovoked;USA;Fishing ;;Leg bitten;N;Afternoon
502;03-Sep-2014;;Boat;USA;Kayaking ;;No injury, shark bit kayak;N;Evening
503;02-Sep-2014;;Provoked;USA;Fishing;;Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT;N;Evening
504;Sep-2014;;Unprovoked;SPAIN;Playing with an air mattress;;Lacerations to right hand;N;Unknown
505;31-Aug-2014;;Unprovoked;USA;Body surfing;;Injury to left calf;N;Afternoon
506;29-Aug-2014;;Unprovoked;USA;Surfing;;Lacerations to shin;N;Unknown
507;29-Aug-2014;;Invalid;USA;;;Shark involvement not confirmed;UNKNOWN;Afternoon
508;28-Aug-2014;;Provoked;USA;Fishing;;Lacerations to foot by hooked shark PROVOKED INCIDENT;N;Unknown
