,Date,year,type,country,activity,sex,injury,fatal_boolean,time
276,21-May-2016,,Unprovoked,USA,Swimming,,"Back, arm & hand injured",,Evening
277,18-May-2016,,Unprovoked,USA,Swimming,,Ankle bitten,,Unknown
278,15-May-2016,,Provoked,USA,Teasing a shark,,Arm grabbed PROVOKED INCIDENT,,Afternoon
279,03-May-2016,,Unprovoked,USA,Floating,,Minor lacerations to right shoulder,,Afternoon
280,02-May-2016,,Provoked,NEW ZEALAND,Fishing,,Foot bitten by landed shark PROVOKED INCIDENT,,Unknown
281,25-Apr-2016,,Unprovoked,INDONESIA,Surfing,,Elbow bitten,,Morning
282,23-Apr-2016,,Unprovoked,USA,Surfing,,Minor injury to left foot,,Evening
283,22-Apr-2016,,Unprovoked,SOUTH AFRICA,Surf-skiing,,"No injury, surf-ski bitten",,Morning
284,19-Apr-2016,,Unprovoked,AUSTRALIA,Swimming,,Minor puncture wound to foot,,Afternoon
285,18-Apr-2016,,Provoked,FRENCH POLYNESIA,Spearfishing,,Laceration to knee by speared shark PROVOKED INCIDENT,,Unknown
286,18-Apr-2016,,Provoked,FRENCH POLYNESIA,Spearfishing,,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",,Unknown
287,13-Apr-2016,,Unprovoked,USA,Spearfishing,,Multiple bites to right arm,,Unknown
288,09-Apr-2016,,Unprovoked,NEW CALEDONIA,Walking,,FATAL,,Morning
289,08-Apr-2016,,Invalid,CAPE VERDE,,,"""Serious""",,Unknown
290,07-Apr-2016,,Unprovoked,USA,Fishing,,Left hand bitten,,Unknown
291,07-Apr-2016,,Invalid,USA,SUP,,Fell off board when spinner shark leapt from the water next to him. No injury to surfer,,Unknown
292,31-Mar-2016,,Unprovoked,USA,Snorkeling,,Minor injury to left foot,,Morning
293,30-Mar-2016,,Unprovoked,AUSTRALIA,Surfing,,Severe injury to thigh,,Evening
294,28-Mar-2016,,Unprovoked,USA,,,Minor injury to arm. Possibly caused by smalll nurse shark,,Unknown
295,28-Mar-2016,,Unprovoked,AUSTRALIA,Surfing,,"No injury, board dented",,Morning
296,26-Mar-2016,,Provoked,BAHAMAS,,,Minor injury to chest PROVOKED INCIDENT,,Unknown
297,13-Mar-2016,,Invalid,USA,Surfing,,Board reportedly bumped by shark. No injury,,Unknown
298,11-Mar-2016,,Unprovoked,USA,Body surfing,,Lacerations to right foot and ankle,,Afternoon
299,10-Mar-2016,,Unprovoked,Fiji,Diving for beche-de-mer,,FATAL,,Unknown
300,04-Mar-2016,,Unprovoked,USA,,,Superficial injury to foot,,Unknown
301,Reported 03-Mar-2016,,Unprovoked,AUSTRALIA,Fishing,,Puncture wounds to right calf,,Unknown
302,02-Mar-2016,,Unprovoked,BRAZIL,Swimming,,Minor injury to head,,Unknown
303,22-Feb-2016,,Unprovoked,NEW CALEDONIA,Kite surfing,,Puncture wounds to right thigh,,Evening
304, 19-Feb-2016,,Unprovoked,NEW CALEDONIA,Spearfishing,,Forearm bitten,,Afternoon
305,12-Feb-2016,,Unprovoked,DOMINICAN REPUBLIC,Wading,,Avulsion injury to lower leg,,Afternoon
306,Reported 10-Feb-2016,,Invalid,CAYMAN ISLANDS,Feeding stingrays?,,Minor injury to wrist from Southern stingray,,Unknown
307,10-Feb-2016,,Invalid,AUSTRALIA,Surfing,,"No injury, knocked off board",,Afternoon
308,05-Feb-2016,,Unprovoked,AUSTRALIA,Walking,,Foot nipped,,Afternoon
309,04-Feb-2016,,Unprovoked,AUSTRALIA,Windsurfing,,"No injury, shark bit board",,Unknown
310,02-Feb-2016,,Unprovoked,BRAZIL,Swimming,,Lacerations to scalp,,Unknown
311,29-Jan-2016,,Boat,SOUTH AFRICA,Kayak fishing,,"No injury, shark capsized kayak",,Unknown
312,28-Jan-2016,,Unprovoked,USA,Surfing,,Lacerations to both hands,,Afternoon
313,25-Jan-2016,,Unprovoked,USA,Surfing,,No injury,,Morning
314,24-Jan-2016,,Unprovoked,USA,Spearfishing,,"Bruised ribs & tail bone, speargun broken and wetsuit cut",,Unknown
315,24-Jan-2016,,Boat,UNITED ARAB EMIRATES,Fishing,,"No injury to occupants, shark leapt into boat",,Unknown
316,23-Jan-2016,,Unprovoked,USA,Paddle boarding,,No injury,,Unknown
317,Reported 11-Jan-2016,,Unprovoked,AUSTRALIA,Surfing,,Laceration to right foot,,Unknown
318,05-Jan-2016,,Unprovoked,AUSTRALIA,Wading,,Laceration to right calf,,Unknown
319,02-Jan-2016,,Unprovoked,AUSTRALIA,Spearfishing,,Lacerations to arms & leg,,Morning
320,26-Dec-2015,,Boat,SOUTH AFRICA,Kayak Fishing,,"No injury, kayak damaged",,Unknown
321,25-Dec-2015,,Unprovoked,SPAIN,Swimming,,Lacerations to left forearm,,Unknown
322,22-Dec-2015,,Unprovoked,USA,Paddle boarding,,"No injury, shark bit board",,Unknown
323,21-Dec-2015,,Unprovoked,AUSTRALIA,Surfing,,"No injury, shark leapt on surfboard",,Morning
324,21-Dec-2015,,Unprovoked,BRAZIL,Scuba diving,,Right hand & part of forearm removed,,Unknown
325,19-Dec-2015,,Unprovoked,ARUBA,Sea disaster,,FATAL,,Unknown
326,13-Dec-2015,,Boat,AUSTRALIA,Fishing,,"No injury, shark rammed boat & bit motor",,Morning
327,11-Dec-2015,,Unprovoked,BAHAMAS,Lobster fishing,,"Bitten on thigh, abdomen & hand",,Unknown
328,08-Dec-2015,,Unprovoked,SOUTH AFRICA,Swimming / Wading,,Lacerations to both hands and forearms,,Unknown
329,20-Nov-2015,,Unprovoked,ECUADOR,Snorkeling,,Lacerations to left calf,,Morning
330,16-Nov-2015,,Unprovoked,USA,Surfing,,Right heel injured,,Unknown
331,15-Nov-2015,,Unprovoked,USA,Swimming,,Leg injured,,Morning
332,15-Nov-2015,,Unprovoked,USA,Surfing,,Lacerations to hand,,Unknown
333,10-Nov-2015,,Unprovoked,AUSTRALIA,Surfing,,Injury to left thigh,,Evening
334,07-Nov-2015,,Invalid,USA,Surfing,,Lower left leg injured,,Morning
335,03-Nov-2015,,Unprovoked,USA,Swimming,,Laceration to right ankle,,Morning
336,01-Nov-2015,,Unprovoked,USA,Wading,,Injury to right ankle/calf & hand,,Afternoon
337,01-Nov-2015,,Unprovoked,MOZAMBIQUE,Fishing,,"Arms severely injured, surgically amputated",,Night
338,30-Oct-2015,,Unprovoked,AUSTRALIA,Spearfishing,,Minor injury,,Unknown
339,28-Oct-2015,,Unprovoked,USA,Body boarding,,"Lacerations & puncture wounds to right thigh, calf & ankle",,Afternoon
340,25-Oct-2015,,Unprovoked,SOUTH AFRICA,Surfing,,"Lacerations to right calf, knee & hip",,Afternoon
341,21-Oct-2015,,Unprovoked,USA,Surfing,,Lacerations to left hand,,Afternoon
342,19-Oct-2015,,Unprovoked,USA,Surfing,,Left foot bitten,,Afternoon
343,17-Oct-2015,,Unprovoked,MOZAMBIQUE,Fishing for shrimp,,FATAL,,Unknown
344,17-Oct-2015,,Invalid,USA,Surfing,,Left foot bitten by eel,,Evening
345,17-Oct-2015,,Unprovoked,USA,Swimming,,Severe injuries to lower legs. Foot later surgically amputated.,,Morning
346,13-Oct-2015,,Boat,USA,Kayak Fishing,,"No injury, shark rammed kayak repeatedly",,Morning
347,09-Oct-2015,,Unprovoked,USA,Boogie boarding,,Laceration to forearm,,Afternoon
348,09-Oct-2015,,Unprovoked,USA,Surfing,,"Left leg severed below the knee, defense injuries to left hand",,Morning
349,08-Oct-2015,,Unprovoked,MOZAMBIQUE,Fishing,,"Arm severely injured, surgically amputated",,Unknown
350,07-Oct-2015,,Unprovoked,AUSTRALIA,Surfing,,Foot injured,,Afternoon
351,05-Oct-2015,,Unprovoked,USA,Body boarding,,2 lacerations to ankle,,Afternoon
352,05-Oct-2015,,Unprovoked,USA,Wading,,Foot & hands bitten,,Morning
353,04-Oct-2015,,Unprovoked,USA,Surfing,,Severe lacerations to left hand,,Morning
354,29-Sep-2015,,Unprovoked,USA,Surfing,,"Laceration to heel, puncture wounds to dorsum of foot",,Afternoon
355,26-Sep-2015,,Unprovoked,AUSTRALIA,Snorkeling,,Laceration to leg,,Unknown
356,24-Sep-2015,,Boat,USA,Kayak fishing,,"No injury, kayak damaged",,Unknown
357,20-Sep-2015,,Unprovoked,USA,Surfing,,Minor injury to left ankle,,Afternoon
358,20-Sep-2015,,Unprovoked,USA,Spearfishing,,Severe laceration to left leg,,Afternoon
359,20-Sep-2015,,Unprovoked,USA,Wading,,Significant injuries to leg,,Afternoon
360,20-Sep-2015,,Unprovoked,USA,Photographing fish,,Injury to right hand / wrist,,Morning
361,19-Sep-2015,,Boat,USA,Kayak Fishing,,No injury,,Unknown
362,18-Sep-2015,,Unprovoked,USA,Swimming,,Lacerations to calf,,Evening
363,17-Sep-2015,,Unprovoked,USA,Surfing,,Injury to right foot,,Afternoon
364,08-Sep-2015,,Unprovoked,AUSTRALIA,Surfing,,Minor laceration to hand,,Morning
365,06-Sep-2015,,Unprovoked,USA,Stand-Up Paddleboarding,,"No injury, shark struck board, tossing her into the sea",,Evening
366,05-Sep-2015,,Provoked,USA,Kayak Fishing,,Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT,,Afternoon
367,04-Sep-2015,,Unprovoked,AUSTRALIA,Surf-skiing,,Inuries to lower left leg & ankle,,Morning
368,03-Sep-2015,,Unprovoked,USA,,,Right foot bitten,,Afternoon
369,01-Sep-2015,,Unprovoked,THAILAND,Wading,,Left foot & ankle bitten,,Morning
370,Sep-2015,,Unprovoked,FIJI,Spearfishing,,Leg bitten,,Unknown
371,29-Aug-2015,,Unprovoked,USA,Surfing,,"No injury, surfboard bitten",,Morning
372,29-Aug-2015,,Unprovoked,USA,Surfing,,"No injury, shark struk sufer's leg and his board",,Morning
373,22-Aug-2015,,Invalid,USA,,,Wound to right lower leg,,Evening
374,22-Aug-2015,,Unprovoked,AUSTRALIA,Surfing,,Severe laceration to left buttock & thigh,,Evening
375,20-Aug-2015,,Unprovoked,USA,Surfing,,"Injuries to left calf, arm and hand",,Afternoon
376,19-Aug-2015,,Unprovoked,USA,Walking,,Lacerations to right leg,,Afternoon
377,18-Aug-2015,,Boat,USA,Kayak Fishing,,"No injury, kayak bitten",,Morning
378,18-Aug-2015,,Invalid,SPAIN,Swimming,,Minor injury when he attempted to touch a fish. ,,Morning
379,10-Aug-2015,,Provoked,USA,Spearfishing,,Right hand bitten  PROVOKED INCIDENT,,Morning
380,31-Jul-2015,,Unprovoked,AUSTRALIA,Surfing,,"Lacerations and puncture wounds to hip, thigh, arm and hand",,Morning
381,28-Jul-2015,,Unprovoked,COSTA RICA,Surfing,,Minor inuries to toes,,Unknown
382,27-Jul-2015,,Invalid,AUSTRALIA,Surfing,,Injury to hand,,Unknown
383,26-Jul-2015,,Unprovoked,USA,Surfing,,Minor injury to sole of foot,,Evening
384,26-Jul-2015,,Invalid,USA,Floating,,"2' cut to dorsum of foot, 2 puncture wounds to sole",,Morning
385,25-Jul-2015,,Unprovoked,AUSTRALIA,Scallop diving on hookah,,FATAL,,Morning
386,23-Jul-2015,,Provoked,USA,Kayak Fishing,,No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT,,Unknown
387,23-Jul-2015,,Unprovoked,AUSTRALIA,Surfing,,Left hand bitten,,Unknown
388,22-Jul-2015,,Unprovoked,REUNION,Surfing,,Arm bitten,,Unknown
389,19-Jul-2015,,Unprovoked,SOUTH AFRICA,Surfing,,No injury,,Unknown
390,10-Jul-2015,,Unprovoked,USA,Surfing,,"No injury, shark bumped & damaged board",,Morning
391,08-Jul-2015,,Invalid,USA,Treading water,,Laceration to back,,Unknown
392,06-Jul-2015,,Invalid,FRENCH POLYNESIA,Swimming,,Parallel lacerations to torso inconsistent with shark bite,,Unknown
393,04-Jul-2015,,Unprovoked,BAHAMAS,Spearfishing,,Lacerations to lower leg & ankle,,Unknown
394,04-Jul-2015,,Unprovoked,USA,,,Lacerations to right hand & forearm,,Unknown
395,03-Jul-2015,,Unprovoked,AUSTRALIA,Surfing,,"No injury, shark bit surfboard",,Morning
396,02-Jul-2015,,Unprovoked,AUSTRALIA,Body boarding ,,Significant injuries to lower legs,,Morning
397,01-Jul-2015,,Unprovoked,USA,Swimming,,"Injuries to torso, hip, lower leg & hands",,Afternoon
398,30-Jun-2015,,Unprovoked,AUSTRALIA,Surfing,,Hand bitten,,Unknown
399,30-Jun-2015,,Unprovoked,USA,Playing in the water,,Shallow lacerations & puncture to lateral left leg,,Evening
400,27-Jun-2015,,Unprovoked,USA,Swimming,,"Injuries to right calf, buttock and both hands",,Afternoon
401,27-Jun-2015,,Unprovoked,SOUTH AFRICA,Body Boarding,,"Right leg severed, multiple lacerations to left leg",,Afternoon
402,26-Jun-2015,,Invalid,USA,Swimming,,Minor lacerations to leg,,Evening
403,26-Jun-2015,,Unprovoked,SOUTH AFRICA,Surfing,,Multiple lacerations to torso & leg,,Afternoon
404,26-Jun-2015,,Unprovoked,USA,Standing,,Puncture wounds to foot,,Morning
405,Reported 25-Jun-2015,,Provoked,AUSTRALIA,Swimming,,Minor lacerations to forearm when he grabbed shark by its tail     PROVOKED INCIDENT,,Unknown
406,25-Jun-2015,,Unprovoked,USA,Body surfing?,,Multiple lacerations to back,,Morning
407,24-Jun-2015,,Unprovoked,USA,Swimming,,Minor injury to foot,,Afternoon
408,24-Jun-2015,,Invalid,AUSTRALIA,Surfing,,"Bruises and abrasions to face, chin, chest, both shins & feet and cut to right hand when her surfboard was struck with force",,Morning
409,23-Jun-2015,,Unprovoked,USA,Standing,,Minor injury to calf ,,Unknown
410,19-Jun-2015,,Unprovoked,PUERTO RICO,Spearfishing,,Injury to hand,,Unknown
411,17-Jun-2015,,Unprovoked,USA,Swimming,,Minor injury to calf ,,Afternoon
412,14-Jun-2015,,Unprovoked,USA,Wading,,Arm amputated below shoulder,,Evening
413,14-Jun-2015,,Unprovoked,USA,Wading,,Left arm amputated at elbow & severe injury to leg,,Afternoon
414,13-Jun-2015,,Unprovoked,USA,,,Severe laceration to leg,,Unknown
415,11-Jun-2015,,Unprovoked,USA,Boogie boarding,,Minor lacerations to foot,,Afternoon
416,07-Jun-2015,,Unprovoked,USA,Playing,,Lacerations to right calf,,Morning
417,05-Jun-2015,,Unprovoked,USA,Attempting to rescue a shark,,Puncture wound to finger,,Unknown
418,01-Jun-2015,,Unprovoked,REUNION,Surfing,,Left forearm bitten,,Afternoon
419,29-May-2015,,Unprovoked,USA,Standing,,Left foot bitten,,Afternoon
420,29-May-2015,,Unprovoked,USA,Wading,,Minor lacerations to dorsum of right foot,,Afternoon
421,25-May-2015,,Unprovoked,FRENCH POLYNESIA,Spearfishing,,Lacerations to right forearm,,Morning
422,24-May-2015,,Unprovoked,USA,Swimming,,"Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon",,Unknown
423,20-May2015,,Unprovoked,USA,Surfing,,2 puncture wounds to  dorsum of left foot,,Morning
424,15-May-2015,,Unprovoked,USA,,,Laceration to foot ,,Afternoon
425,09-May-2015,,Unprovoked,NEW CALEDONIA,Snorkeling,,FATAL,,Unknown
426,07-May-2015,,Unprovoked,USA,Swimming,,"Lacerations to lower left leg, ankle & foot",,Afternoon
427,03-May-2015,,Unprovoked,AUSTRALIA,Surfing,,Injuries to left arm & right hand,,Afternoon
428,02-May-2015,,Unprovoked,SOUTH AFRICA,Diving,,"Injuries to leg, left arm & both hands",,Afternoon
429,29-Apr-2015,,Unprovoked,USA,Snorkeling,,FATAL,,Morning
430,26-Apr-2015,,Unprovoked,USA,Wading,,Lacerations to left calf,,Afternoon
431,25-Apr-2015,,Unprovoked,AUSTRALIA,Surfing,,Leg severed at mid-thigh,,Morning
432,24-Jun-2015,,Unprovoked,AUSTRALIA,Surf skiing ,,"No injury, knocked off ski",,Morning
433,13-Apr-2015,,Unprovoked,USA,Photographing the shark,,Lacerations to shoulder and left bicep,,Unknown
434,12-Apr-2015,,Unprovoked,REUNION,Surfing,,FATAL,,Morning
435,11-Apr-2015,,Unprovoked,AUSTRALIA,Paddle boarding,,Ankle injured,,Morning
436,03-Apr-2015,,Unprovoked,USA,Spearfishing,,Injuries to head & torso,,Unknown
437,29-Mar-2015,,Invalid,ITALY,Diving,,"FATAL, but shark involvement prior to death unconfirmed",,Unknown
438,31-Mar-2015,,Invalid,BRAZIL,Surfing,,Injury to left thigh from unidentified species of fish; injuries inconsistent with shark bite,,Morning
439,26-Mar-2015,,Boat,SOUTH AFRICA,Kayak Fishing,,No injury but kayak bitten,,Unknown
440,21-Mar-2015,,Unprovoked,EGYPT,Swimming,,FATAL,,Unknown
441,18-Mar-2015,,Unprovoked,USA,Standing / Snorkeling,,Lacerations to left forearm. Lacerations to left hand and thigh,,Morning
442,16-Mar-2015,,Unprovoked,FRENCH POLYNESIA,Hand feeding sharks,,Hand bitten,,Morning
443,11-Mar-2015,,Boat,AUSTRALIA,Fishing,,Bruised in falling overboard as shark bumped boat,,Unknown
444,10-Mar-2015,,Provoked,MEXICO,Fishing,,Right hand bitten by hooked shark PROVOKED INCIDENT,,Morning
445,07-Mar-2015,,Unprovoked,FRENCH POLYNESIA,Sitting in the water,,Thigh bitten,,Unknown
446,15-Feb-2015,,Boat,ATLANTIC OCEAN,Transatlantic Rowing,,"No injury, shark bit rudder",,Unknown
447,14-Feb-2015,,Unprovoked,REUNION,Swimming,,FATAL,,Evening
448,09-Feb-2015,,Unprovoked,AUSTRALIA,Surfing,,FATAL,,Morning
449,08-Feb-2015,,Unprovoked,AUSTRALIA,Surfing,,Laceration & puncture wounds to right flank & hip,,Morning
450,05-Feb-2015,,Unprovoked,AUSTRALIA,Bodysurfing,,5 minor puncture wounds to lower left leg,,Unknown
451,30-Jan-2015,,Boat,AUSTRALIA,Rowing,,"No injury, shark's teeth scratched hull",,Morning
452,27-Jan-2015,,Provoked,USA,Shark fishing,,Lacerations to calf by hooked shark PROVOKED INCIDENT,,Night
453,24-Jan-2015,,Unprovoked,AUSTRALIA,Surfing,,"No injury, surfboard dented",,Unknown
454,23-Jan-2015,,Unprovoked,SOUTH AFRICA,Floating,,Foot bitten,,Unknown
455,19-Jan-2015,,Boat,USA,Fishing,,No injury but shark bit trolling motor & rammed boat,,Unknown
456,19-Jan-2015,,Invalid,AUSTRALIA,Surfing & filming dolphins,,Board snapped in two,,Unknown
457,17-Jan-2015,,Boat,AUSTRALIA,Fishing,,"Shark bumped boat, no injury to occupants",,Afternoon
458,16-Jan-2015,,Unprovoked,AUSTRALIA,Filming,,Bitten on hand & wrist,,Unknown
459,08-Jan-2015,,Invalid,USA,Swimming after falling overboard,,"During his 16-hour swim to shore, he was circled by a shark but it did not injure him",,Unknown
460,06-Jan-2015,,Unprovoked,BAHAMAS,Snorkeling,,Severe bite to right flank,,Afternoon
461,03-Jan-2015,,Unprovoked,SOUTH AFRICA,Surfing,,"Lacerations to lower left leg, puncture wounds to sole of left foot",,Morning
462,01-Jan-2015,,Unprovoked,USA,,,Leg bitten,,Unknown
463,29-Dec-2014,,Unprovoked,AUSTRALIA,Surfing,,Lacerations to both feet,,Unknown
464,29-Dec-2014,,Unprovoked,AUSTRALIA,Spearfishing,,FATAL,,Unknown
465,28-Dec-2014,,Sea Disaster,GREECE,,,"Of 9 bodies recovered, one was bitten by a shark",,Unknown
466,28-Dec-2014,,Invalid,SOUTH AFRICA,Swimming,,Minor cuts on feet,,Unknown
467,28-Dec-2014,,Unprovoked,USA,Surfing,,Injury to hip/leg,,Morning
468,28-Dec-2014,,Provoked,AUSTRALIA,Fishing,,Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT,,Unknown
469,Reported 23-Dec-2014,,Unprovoked,JAPAN,Diving / Filming,,"No injury, shark snagged its teeth in diver's suit",,Unknown
470,15-Dec-2014,,Unprovoked,AUSTRALIA,Spearfishing,,FATAL,,Morning
471,Reported 03-Dec-2014,,Provoked,SPAIN,Fishing for blue sharks,,Glancing bite to wrist from netted shark PROVOKED INCIDENT,,Morning
472,29-Nov-2014,,Unprovoked,AUSTRALIA,Surfing,,Minor injuries to right leg,,Unknown
473,20-Nov-2014,,Provoked,MAURITIUS,Fishing,,"FATAL, arm bitten by shark hauled on deck             PROVOKED INCIDENT",,Unknown
474,19-Nov-2014,,Boat,AUSTRALIA,Fishing,,"Shark chasing fish bumped boat, no injury to occupants",,Unknown
475,Reported 17-Nov-2014,,Boat,USA,,,"Shark bumped boat, no injury to occupants",,Unknown
476,16-Nov-2014,,Unprovoked,USA,Surfing,,Laceration to left hand,,Afternoon
477,13-Nov-2014,,Unprovoked,USA,Snorkeling,,Laceration to left upper leg,,Afternoon
478,10-Nov-2014,,Unprovoked,AUSTRALIA,Surfing,,Minor injury to lower leg and foot,,Morning
479,08-Nov-2014,,Unprovoked,USA,Surfing,,Minor injuries to hand & arm ,,Afternoon
480,31-Oct-2014,,Unprovoked,USA,Surfing,,Lacerations to fingers,,Morning
481,29-Oct-2014,,Provoked,AUSTRALIA,Surfing,,Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT,,Evening
482,22-Oct-2014,,Unprovoked,USA,Stand-Up Paddleboarding,,"No injury, paddleboard bitten",,Morning
483,20-Oct-2014,,Unprovoked,USA,Stand-Up Paddleboarding,,"No injury, paddleboard bitten",,Morning
484,19-Oct-2014,,Boat,USA,Canoeing,,"No injury to occupant, canoe bitten",,Unknown
485,18-Oct-2014,,Unprovoked,USA,Surfing,,"No injury, surfboard bitten",,Morning
486,17-Oct-2014,,Unprovoked,AUSTRALIA,Surfing,,"Lacerations to left calf & ankle, puncture wounds to left foot",,Morning
487,14-Oct-2014,,Unprovoked,USA,Standing in inner tube,,Lacerations to left foot,,Unknown
488,12-Oct-2014,,Unprovoked,USA,Body surfing or Boogie boarding,,Laceration to right hand/wrist,,Afternoon
489,11-Oct-2014,,Boat,AUSTRALIA,Kayaking,,"Kayak deflated, no injury to occupants",,Evening
490,05-Oct-2014,,Unprovoked,USA,Surfing,,Foot bitten,,Morning
491,07-Oct-2014,,Unprovoked,USA,Fishing,,Thigh bitten,,Unknown
492,05-Oct-2014,,Unprovoked,USA,Surfing,,Foot bitten,,Morning
493,03-Oct-2014,,Boat,USA,Kayaking,,"No injury to occupant, shark/s holded  kayak",,Afternoon
494,03-Oct-2014,,Boat,USA,Kayaking ,,"No injury to occupant, shark/s holded  kayak",,Morning
495,02-Oct-2014,,Unprovoked,USA,Surfing,,Lacerations to knee,,Evening
496,02-Oct-2014,,Unprovoked,AUSTRALIA,Surfing,,"Left arm & right hand severed, lacerations to both legs",,Morning
497,21-Sep-2014,,Unprovoked,USA,Surfing,,Minor injury to left foot,,Morning
498,Reported 12-Sep-2014,,Unprovoked,FRENCH POLYNESIA,Feeding fish,,Thumb & finger nipped,,Unknown
499,13-Sep-2014,,Invalid,USA,Surfing,,"A hoax, no shark involvement",,Evening
500,09-Sep-2014,,Unprovoked,AUSTRALIA,Swimming,,FATAL,,Morning
501,06-Sep-2014,,Unprovoked,USA,Fishing ,,Leg bitten,,Afternoon
502,03-Sep-2014,,Boat,USA,Kayaking ,,"No injury, shark bit kayak",,Evening
503,02-Sep-2014,,Provoked,USA,Fishing,,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,,Evening
504,Sep-2014,,Unprovoked,SPAIN,Playing with an air mattress,,Lacerations to right hand,,Unknown
505,31-Aug-2014,,Unprovoked,USA,Body surfing,,Injury to left calf,,Afternoon
506,29-Aug-2014,,Unprovoked,USA,Surfing,,Lacerations to shin,,Unknown
507,29-Aug-2014,,Invalid,USA,,,Shark involvement not confirmed,,Afternoon
508,28-Aug-2014,,Provoked,USA,Fishing,,Lacerations to foot by hooked shark PROVOKED INCIDENT,,Unknown
509,27-Aug-2014,,Unprovoked,SPAIN,Swimming,,Minor lacerations to posterior lower leg,,Unknown
510,27-Aug-2014,,Unprovoked,USA,Surfing,,Laceration to left hand,,Unknown
511,27-Aug-2014,,Unprovoked,USA,Standing,,Heel bitten,,Afternoon
512,Reported 25-Aug-2014,,Provoked,USA,Fishing for sharks,,Lacerations to forearm from hooked shark PROVOKED INCIDENT,,Unknown
513,24-Aug-2014,,Unprovoked,USA,Kite boarding,,Laceration to left foot,,Unknown
